Compound,TB(K),Ref.,YBP,TFP(K)Ref.,NFP,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,NFP(eq6),TFP(eq4),AD,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9
N-methyldiethanolamine,520,N,40.09,410,A,47.32,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47.33,410,0,,,,,,,,,,
diethyleneglycolmonoethyletheracetate,492,N,35.87,368,F,38.9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,369,1,,,,,,,,,,
diethyleneglycolmonopropylether,489,S,35.44,366,S,38.52,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.86,363,3,,,,,,,,,,
3-methylfuran,339,A,18.68,251,A,18.902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.44,255,4,,,,,,,,,,
2-ethylfuran,366,L,21.09,271,S,21.932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.79,270,1,,,,,,,,,,
3-ethylthiophene,411,L,25.65,296,L,25.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.22,298,2,,,,,,,,,,
cyclohexylmethacrylate,483,L,34.59,355,A,36.421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.29,354,1,,,,,,,,,,
cyclohexylacrylate,457,A,31.11,341,A,33.821,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,336,5,,,,,,,,,,
1-phenyl-3-pentanone,516,L,39.46,376,L,40.46,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.23,380,4,,,,,,,,,,
2-propylfuran,394,L,23.85,288,L,24.642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.47,287,1,,,,,,,,,,
isobutylbenzoate,514,N,39.15,375,L,40.26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42,381,6,,,,,,,,,,
10-chloro-3-decyne,500,L,37.03,359,L,37.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.49,366,7,,,,,,,,,,
1-chloro-4-decyne,502,L,37.33,360,L,37.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.78,367,7,,,,,,,,,,
"2-chloro-1,3-butadiene",333,N,18.17,253,A,19.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.62,256,3,,,,,,,,,,
2-isobutoxyethanol,433,N,28.16,324,L,30.76,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31.38,327,3,,,,,,,,,,
