Compound,TB(K),Ref.,YBP,TFP(K)Ref.,NFP,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,NFP(eq6),TFP(eq4),AD,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9
"1,2-dimethyl-3-propylbenzene",484,Y,34.73,345,G,34.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75,346,1,,,,,,,,,,
"1,4-diisopropylbenzene",484,N,34.73,349,S,35.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75,346,3,,,,,,,,,,
"1,2,3,4-tetrahydronaphthalene",480,A,34.17,344,A,34.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.21,343,1,,,,,,,,,,
cyclohexylbenzene,513,N,39,371,F,39.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.91,368,3,,,,,,,,,,
(1-methylheptyl)benzene,523,N,40.57,373,A,39.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.44,376,3,,,,,,,,,,
diphenylmethane,538,B,43.02,400,B,45.26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.66,392,8,,,,,,,,,,
ethylformate,327,N,17.68,254,S,19.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67,256,2,,,,,,,,,,
propylformate,354,N,19.99,270,S,21.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.92,271,1,,,,,,,,,,
butylformate,380,N,22.43,291,A,25.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,286,5,,,,,,,,,,
pentylformate,404,A,24.9,299,A,26.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,300,1,,,,,,,,,,
hexylformate,429,L,27.69,317,G,29.53,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.42,316,1,,,,,,,,,,
heptylformate,451,A,30.35,333,A,32.36,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.01,331,2,,,,,,,,,,
octylformate,471,N,32.95,342,Q,34,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.54,345,3,,,,,,,,,,
nonylformate,493,L,36.01,361,L,37.56,0,1,38,361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decylformate,509,Y,38.38,373,L,39.87,1,39.84,373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isopropylformate,341,A,18.85,259,S,20.09,1,20.81,264,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tert-butylformate,356,N,20.17,264,S,20.85,1,22.1,272,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isopentylformate,397,A,24.16,295,A,25.79,1,25.98,296,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isobutylformate,371,A,21.56,277,A,22.87,1,23.45,281,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyclohexylformate,440,L,28.99,324,L,30.76,1,30.69,324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylacetate,330,N,17.93,260,A,20.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,258,2,,,,,,,,,,
ethylacetate,350,N,19.63,269,A,21.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.57,269,0,,,,,,,,,,
propylacetate,375,N,21.95,283,B,23.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.83,283,0,,,,,,,,,,
butylacetate,399,N,24.37,298,A,26.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.18,297,1,,,,,,,,,,
pentylacetate,422,A,26.88,312,S,28.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.63,312,0,,,,,,,,,,
hexylacetate,442,F,29.24,328,T,31.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.93,325,3,,,,,,,,,,
heptylacetate,463,A,31.89,340,A,33.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.51,339,1,,,,,,,,,,
octylacetate,484,S,34.73,355,D,36.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.28,354,1,,,,,,,,,,
nonylacetate,497,N,36.59,364,L,38.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.09,364,0,,,,,,,,,,
decylacetate,517,N,39.62,377,G,40.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.04,379,2,,,,,,,,,,
undecylacetate,533,L,42.19,384,L,42.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.55,392,8,,,,,,,,,,
dodecylacetate,538,A,43.02,393,A,43.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.36,396,3,,,,,,,,,,
isopropylacetate,362,N,20.72,275,A,22.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.63,275,0,,,,,,,,,,
tert-butylacetate,371,A,21.56,277,F,22.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.45,281,4,,,,,,,,,,
sec-butylacetate,385,N,22.93,289,A,24.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,289,0,,,,,,,,,,
isobutylacetate,390,N,23.44,291,A,25.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.28,292,1,,,,,,,,,,
2-pentylacetate,408,N,25.33,305,A,27.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.12,303,2,,,,,,,,,,
isopentylacetate,415,A,26.1,309,S,28.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.87,307,2,,,,,,,,,,
tert-pentylacetate,398,A,24.26,298,A,26.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.08,297,1,,,,,,,,,,
cyclohexylacetate,446,N,29.73,331,A,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,328,3,,,,,,,,,,
cyclodecylacetate,524,L,40.73,379,L,41.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.12,384,5,,,,,,,,,,
methylpropanoate,353,N,19.9,271,A,21.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.83,270,1,,,,,,,,,,
ethylpropanoate,372,N,21.66,285,A,24.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.55,281,4,,,,,,,,,,
tert-butylpropanoate,392,N,23.64,293,A,25.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.48,293,0,,,,,,,,,,
propylpropanoate,396,N,24.05,295,B,25.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88,296,1,,,,,,,,,,
butylpropanoate,419,N,26.54,311,B,28.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,310,1,,,,,,,,,,
isopentylpropanoate,434,N,28.28,319,B,29.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.99,320,1,,,,,,,,,,
pentylpropanoate,442,N,29.24,326,A,31.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.93,325,1,,,,,,,,,,
hexylpropanoate,463,A,31.89,338,A,33.27,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.51,339,1,,,,,,,,,
cyclohexylpropanoate,466,A,32.28,341,33.82,1,0,0,34,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethylbutanoate,393,S,23.74,293,L,25.46,1,25.58,294,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isopropylbutanoate,403,A,24.79,297,A,26.12,1,26.6,300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
propylbutanoate,416,N,26.21,308,B,27.97,1,27.98,308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isobutylbutanoate,431,S,27.92,319,S,29.88,1,29.65,318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butylbutanoate,439,N,28.87,322,A,30.4,1,30.57,323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isopentylbutanoate,452,A,30.47,332,F,32.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.13,332,0,,,,,,,,,,
methylpentanoate,399,B,24.37,295,F,25.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.18,297,2,,,,,,,,,,
ethylpentanoate,418,A,26.43,308,A,27.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.19,309,1,,,,,,,,,,
methylhexanoate,424,A,27.11,314,A,29.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.86,313,1,,,,,,,,,,
methylheptanoate,445,N,29.6,325,S,30.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.28,327,2,,,,,,,,,,
methyloctanoate,467,S,32.41,342,S,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.02,342,0,,,,,,,,,,
methyl2-methylpropanoate,363,B,20.81,276,A,22.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72,276,0,,,,,,,,,,
ethyl2-methylpropanoate,383,N,22.73,286,F,24.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.59,288,2,,,,,,,,,,
methylcyclopropanecarboxylate,392,A,23.64,291,S,25.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.48,293,2,,,,,,,,,,
propyl2-methylpropanoate,407,S,25.22,303,A,27.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.01,302,1,,,,,,,,,,
isobutyl2-methylpropanoate,421,N,26.77,311,A,28.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.52,311,0,,,,,,,,,,
pivalolactone,405,A,25,306,A,27.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,301,5,,,,,,,,,,
a-methyl-g-butyrolactone,473,Y,33.21,346,A,34.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,346,0,,,,,,,,,,
g-caprolactone,492,L,35.87,371,F,39.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.39,360,11,,,,,,,,,,
e-caprolactone,509,F,38.38,382,S,41.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.84,373,9,,,,,,,,,,
methylcyclohexanecarboxylate,456,A,30.98,333,A,32.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.63,334,1,,,,,,,,,,
a-butyl-g-butyrolactone,512,L,38.84,365,L,38.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.29,375,10,,,,,,,,,,
g-butyrolactone,479,L,34.03,371,S,39.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6,351,20,,,,,,,,,,
b-methyl-g-butyrolactone,480,L,34.17,348,L,35.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.74,351,3,,,,,,,,,,
4-methyl-4-vinylbutyrolactone,479,L,34.03,348,L,35.111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.75,351,3,,,,,,,,,,
isopropylmethylether,305,A,15.96,226,A,15.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,234,8,,,,,,,,,,
diethylether,308,N,16.18,233,S,16.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.72,236,3,,,,,,,,,,
propyleneoxide,308,N,16.18,236,A,16.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.72,236,0,,,,,,,,,,
tert-butylmethylether,328,N,17.76,245,A,18.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.25,247,2,,,,,,,,,,
isobutylmethylether,331,A,18.01,244,A,17.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.49,248,4,,,,,,,,,,
2-methoxybutane,330,S,17.93,244,A,17.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.41,248,4,,,,,,,,,,
ethylpropylether,337,N,18.51,248,A,18.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.98,252,4,,,,,,,,,,
tetrahydrofuran,339,N,18.68,252,B,19.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.15,253,1,,,,,,,,,,
diisopropylether,341,N,18.85,245,A,18.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31,254,9,,,,,,,,,,
butylmethylether,344,S,19.11,263,A,20.7,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.56,255,8387,,343,,19,254,19.34,1,19,255
2-methyltetrahydrofuran,352,A,19.81,261,S,20.39,1,20.25,260,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methyltert-pentylether,359,N,20.44,266,S,21.16,1,20.86,264,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butylethylether,365,N,21,268,B,21.46,1,21.4,268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyclopentylmethylether,379,S,22.34,272,S,22.09,1,22.71,276,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di-sec-butylether,394,N,23.85,288,A,24.64,1,24.18,285,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyclohexeneoxide,403,S,24.79,297,A,26.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,291,6,,,,,,,,,,
cyclohexylmethylether,406,L,25.11,294,A,25.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.41,293,1,,,,,,,,,,
dibutylether,414,A,25.98,298,A,26.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.26,298,0,,,,,,,,,,
diisopentylether,446,A,29.73,319,S,29.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.91,319,0,,,,,,,,,,
dipentylether,461,A,31.63,330,A,31.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.76,330,0,,,,,,,,,,
diethyleneglycoldimethylether,435,N,28.39,324,A,30.76,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,322,2,,,,,,,,,,
diethyleneglycoldiethylether,462,A,31.76,340,S,33.64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,340,0,,,,,,,,,,
diethyleneglycoldibutylether,529,N,41.54,390,F,43.23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.12,389,1,,,,,,,,,,
diethoxymethane,361,N,20.63,268,B,21.46,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,271,3,,,,,,,,,,
"1,1-dimethoxyethane",337,A,18.51,256,A,19.64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84,257,1,,,,,,,,,,
"1,2-dimethoxyethane",358,N,20.35,271,O,21.93,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.63,269,2,,,,,,,,,,
isopropylglycidylether,410,B,25.55,306,A,27.63,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.69,300,6,,,,,,,,,,
triethoxymethane,419,N,26.54,308,A,27.97,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.52,311,3,,,,,,,,,,
"1,3-dioxolane",348,N,19.46,267,B,21.31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.76,263,4,,,,,,,,,,
"2-methyl-1,3-dioxolane",355,N,20.08,271,A,21.93,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.37,267,4,,,,,,,,,,
"1,4-dioxane",374,N,21.85,284,A,23.99,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.09,278,6,,,,,,,,,,
propanal,321,A,17.2,246,A,18.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.71,250,4,,,,,,,,,,
butanal,349,A,19.55,266,L,21.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,265,1,,,,,,,,,,
pentanal,376,N,22.04,281,F,23.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.43,281,0,,,,,,,,,,
hexanal,404,A,24.9,298,A,26.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.21,298,0,,,,,,,,,,
heptanal,426,A,27.34,313,A,28.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.59,312,1,,,,,,,,,,
octanal,444,A,29.48,324,B,30.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.68,324,0,,,,,,,,,,
nonanal,463,A,31.89,336,A,32.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.02,337,1,,,,,,,,,,
decanal,482,N,34.45,356,S,36.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.52,350,6,,,,,,,,,,
undecanal,499,L,36.89,368,A,38.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.89,363,5,,,,,,,,,,
dodecanal,515,A,39.31,375,L,40.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25,375,0,,,,,,,,,,
2-methylpropanal,336,S,18.43,254,S,19.34,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,258,4,,,,,,,,,,
acetone,329,N,17.84,253,A,19.19,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.34,254,1,,,,,,,,,
2-butanone,353,N,19.9,266,B,21.16,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35,267,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-heptanone,424,N,27.11,312,B,28.66,1,28.37,310,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-octanone,446,N,29.73,329,A,31.65,1,30.92,325,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-nonanone,468,F,32.54,341,A,33.82,1,33.66,340,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-decanone,484,A,34.73,358,D,36.99,1,35.79,352,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-undecanone,502,N,37.33,362,S,37.75,1,38.32,365,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-dodecanone,521,A,40.25,381,A,41.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.17,380,1,,,,,,,,,,
3-pentanone,375,N,21.95,280,A,23.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.34,280,0,,,,,,,,,,
3-hexanone,399,L,24.37,296,S,25.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,294,2,,,,,,,,,,
3-heptanone,420,A,26.66,311,S,28.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.93,308,3,,,,,,,,,,
3-octanone,441,A,29.11,324,S,30.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,322,2,,,,,,,,,,
3-nonanone,461,A,31.63,336,A,32.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.77,335,1,,,,,,,,,,
3-undecanone,500,N,37.03,362,F,37.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.04,364,2,,,,,,,,,,
3-methyl-2-butanone,367,N,21.18,272,A,22.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,275,3,,,,,,,,,,
cyclobutanone,372,N,21.66,283,A,23.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.06,278,5,,,,,,,,,,
pinacolone,378,L,22.24,278,A,23.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.62,282,4,,,,,,,,,,
cyclopropylmethylketone,387,N,23.13,286,A,24.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.49,287,1,,,,,,,,,,
2-methyl-3-pentanone,388,A,23.23,289,A,24.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.59,288,1,,,,,,,,,,
4-methyl-2-pentanone,389,N,23.33,287,A,24.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.69,288,1,,,,,,,,,,
2-ethylbutanal,390,N,23.44,294,A,25.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.79,289,5,,,,,,,,,,
3-methyl-2-pentanone,390,N,23.44,285,A,24.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.79,289,4,,,,,,,,,,
cyclopentanone,404,N,24.9,299,B,26.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.21,298,1,,,,,,,,,,
3-ethylcyclopentanone,437,L,28.63,319,L,29.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.85,319,0,,,,,,,,,,
"trans-3,4-dimethylcyclopentanone",428,L,27.57,314,L,29.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.82,313,1,,,,,,,,,,
2-butylcyclopentanone,473,L,33.21,341,L,33.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.32,344,3,,,,,,,,,,
3-methylcyclopentanone,418,A,26.43,307,S,27.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.71,306,1,,,,,,,,,,
2-methylcyclopentanone,412,S,25.76,299,L,26.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.06,303,4,,,,,,,,,,
2-pentylcyclopentanone,491,L,35.72,351,L,35.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.76,357,6,,,,,,,,,,
"trans-2,4-dimethylcyclopentanone",428,L,27.57,315,L,29.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.82,313,2,,,,,,,,,,
"2,2-dimethylcyclopentanone",418,S,26.43,306,A,27.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.71,306,0,,,,,,,,,,
